01-01 00:40:45.918  2955  2955 I kernel  : Start to log kernel message
07-26 15:35:54.590  2955  2955 I kernel  : <6>[ 2244.447374] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:35:54.590  2955  2955 I kernel  : <6>[ 2244.449773] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:35:54.601  2955  2955 I kernel  : <6>[ 2244.453911] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:36:01.000  2955  2955 I kernel  : <6>[ 2250.858380] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:36:01.000  2955  2955 I kernel  : <6>[ 2250.860672] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:36:01.010  2955  2955 I kernel  : <6>[ 2250.863536] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:36:01.010  2955  2955 I kernel  : <6>[ 2250.866425] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:36:01.010  2955  2955 I kernel  : <6>[ 2250.867804] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:37:59.810  2955  2955 I kernel  : <3>[ 2369.663145] omapdrm omapdrm.0: already a pending flip
07-26 15:39:09.670  2955  2955 I kernel  : <3>[ 2439.523165] omapdrm omapdrm.0: already a pending flip
07-26 15:39:12.802  2955  2955 I kernel  : <3>[ 2442.654220] omapdrm omapdrm.0: already a pending flip
07-26 15:39:52.730  2955  2955 I kernel  : <38>[ 2482.581076] type=1400 audit(1501083592.695:47): avc: denied { write } for pid=2961 comm="ringsniffer" name="/" dev="tmpfs" ino=1427 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:tmpfs:s0 tclass=dir permissive=1
07-26 15:39:52.820  2955  2955 I kernel  : <38>[ 2482.679497] type=1400 audit(1501083592.695:48): avc: denied { add_name } for pid=2961 comm="ringsniffer" name="most_log.gz" scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:tmpfs:s0 tclass=dir permissive=1
07-26 15:39:52.820  2955  2955 I kernel  : <38>[ 2482.679632] type=1400 audit(1501083592.695:49): avc: denied { create } for pid=2961 comm="ringsniffer" name="most_log.gz" scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:39:52.820  2955  2955 I kernel  : <38>[ 2482.679741] type=1400 audit(1501083592.695:50): avc: denied { open } for pid=2961 comm="ringsniffer" path="/mnt/utilsfs/most_log.gz" dev="tmpfs" ino=87503 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:39:52.830  2955  2955 I kernel  : <38>[ 2482.686333] type=1400 audit(1501083592.735:51): avc: denied { setattr } for pid=2961 comm="ringsniffer" name="most_log.gz" dev="tmpfs" ino=87503 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:39:52.830  2955  2955 I kernel  : <38>[ 2482.686587] type=1400 audit(1501083592.735:52): avc: denied { read } for pid=4274 comm="s.LogController" name="most_log.gz" dev="tmpfs" ino=87503 scontext=u:r:system_app:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:39:52.830  2955  2955 I kernel  : <38>[ 2482.686815] type=1400 audit(1501083592.735:53): avc: denied { open } for pid=4274 comm="s.LogController" path="/mnt/utilsfs/most_log.gz" dev="tmpfs" ino=87503 scontext=u:r:system_app:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:39:52.830  2955  2955 I kernel  : <38>[ 2482.689676] type=1400 audit(1501083592.735:54): avc: denied { getattr } for pid=4274 comm="s.LogController" path="/mnt/utilsfs/most_log.gz" dev="tmpfs" ino=87503 scontext=u:r:system_app:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:39:52.830  2955  2955 I kernel  : <38>[ 2482.689843] type=1400 audit(1501083592.735:55): avc: denied { getattr } for pid=3016 comm="Binder_1" path="/mnt/utilsfs/most_log.gz" dev="tmpfs" ino=87503 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:39:52.830  2955  2955 I kernel  : <38>[ 2482.689945] type=1400 audit(1501083592.735:56): avc: denied { remove_name } for pid=3016 comm="Binder_1" name="most_log.gz" dev="tmpfs" ino=87503 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:tmpfs:s0 tclass=dir permissive=1
07-26 15:39:52.830  2955  2955 I kernel  : <38>[ 2482.690053] type=1400 audit(1501083592.735:57): avc: denied { unlink } for pid=3016 comm="Binder_1" name="most_log.gz" dev="tmpfs" ino=87503 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
